Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
7197,0.79,Very Good,D,VS1,62.4,60.0,5.86,5.88,3.66,4213
12633,1.88,Very Good,D,SI2,63.2,60.0,7.84,7.79,4.94,9791
17592,0.3,Ideal,F,VS1,62.2,54.4,4.3,4.33,2.68,652
23405,0.92,Premium,F,SI2,61.8,58.0,6.19,6.23,3.84,3854
21143,0.91,Ideal,E,SI2,61.1,58.0,6.25,6.29,3.83,3723
6192,1.18,Ideal,E,SI2,60.8,57.0,6.89,6.83,4.17,4885
10126,0.46,Very Good,D,VVS1,61.6,59.0,4.92,4.97,3.05,1993
9821,1.09,Very Good,H,SI1,61.7,59.0,6.53,6.59,4.05,4849
14885,1.4,Ideal,H,VS2,63.0,56.0,7.13,7.07,4.47,8977
15382,1.71,Good,F,SI2,63.7,54.0,7.6,7.49,4.81,6971
25290,0.35,Premium,H,SI1,62.4,58.0,4.54,4.47,2.81,647
7774,0.37,Ideal,E,VS2,62.7,56.0,4.6,4.55,2.87,1041
20558,0.32,Ideal,H,VVS2,61.9,55.0,4.37,4.39,2.71,645
22381,0.5,Good,E,SI1,64.0,56.0,5.03,4.9,3.18,1147
11118,0.71,Ideal,D,SI2,,57.0,5.77,5.83,3.49,2262
9150,1.01,Premium,G,SI2,60.1,59.0,6.55,6.46,3.91,4327
23768,0.7,Very Good,H,SI1,60.4,61.0,5.68,5.77,3.46,2296
3704,0.32,Ideal,F,VS1,61.1,57.0,4.42,4.45,2.71,652
12735,0.37,Ideal,F,SI1,62.4,54.0,4.6,4.63,2.88,616
19866,0.78,Very Good,H,VS1,61.9,57.1,5.87,5.95,3.66,2854
2809,1.27,Ideal,J,SI2,,56.0,6.99,6.95,4.27,5021
1034,0.27,Premium,G,VS2,62.4,59.0,4.13,4.11,2.57,509
2840,0.3,Very Good,F,VS2,62.8,58.0,4.24,4.29,2.68,605
26927,1.03,Very Good,G,SI2,62.2,56.0,6.46,6.49,4.03,4374
11634,0.26,Ideal,I,VS1,61.9,56.0,4.08,4.16,2.55,358
3231,0.7,Premium,E,VS2,59.5,59.0,5.82,5.77,3.45,2862
348,0.42,Ideal,G,VS2,61.6,56.0,4.82,4.83,2.97,847
5228,0.32,Good,H,VS1,63.1,57.0,4.34,4.37,2.75,561
431,0.33,Ideal,D,VS1,61.7,55.0,4.48,4.5,2.77,1007
22285,1.41,Premium,G,SI1,59.5,59.0,7.35,7.3,4.36,8758
13485,0.52,Ideal,G,VVS2,61.6,55.0,5.14,5.18,3.19,1957
15205,1.16,Ideal,D,VVS2,62.0,55.0,6.68,6.72,4.19,12989
8201,1.09,Very Good,H,SI1,61.8,58.0,6.58,6.63,4.08,4784
20556,0.41,Very Good,G,VS2,61.7,61.0,4.7,4.74,2.91,827
7253,0.31,Ideal,E,VS1,60.2,56.0,4.44,4.39,2.66,804
9886,0.59,Premium,H,SI1,,58.0,5.42,5.35,3.36,1265
14783,0.37,Ideal,G,VS1,61.0,55.0,4.66,4.68,2.85,810
14935,1.2,Ideal,I,VS1,62.1,57.0,6.84,6.8,4.23,6324
18187,0.5,Good,I,SI2,65.3,56.0,4.91,5.01,3.24,855
10624,0.33,Premium,E,VS1,61.5,59.0,4.42,4.46,2.73,781
20471,0.55,Ideal,H,VS2,61.9,54.0,5.25,5.28,3.26,1402
6921,0.3,Ideal,G,VVS1,62.9,57.0,4.3,4.26,2.69,1013
5672,0.81,Ideal,I,SI2,61.7,59.0,5.92,6.0,3.68,2386
12598,0.36,Premium,E,SI1,62.2,59.0,4.53,4.57,2.83,589
11761,1.52,Very Good,F,VS2,62.9,53.3,7.31,7.36,4.61,15649
11104,0.57,Ideal,F,SI1,62.2,55.0,5.32,5.36,3.32,1377
22545,1.02,Premium,F,SI2,61.1,59.0,6.41,6.45,3.93,4459
648,0.73,Premium,G,VS1,61.4,58.0,5.82,5.77,3.56,2841
11885,0.4,Good,I,VS1,63.8,55.0,4.69,4.65,2.98,945
24252,1.01,Premium,I,I1,59.2,57.0,6.58,6.44,3.85,2017
16800,0.3,Ideal,D,SI1,62.2,55.0,4.33,4.29,2.68,709
5475,0.51,Very Good,F,VS2,60.6,60.0,5.18,5.22,3.15,1601
11238,1.26,Ideal,G,VVS2,61.4,55.0,6.96,6.99,4.29,12066
12289,0.42,Premium,D,SI1,62.1,59.0,4.79,4.77,2.97,1040
24371,0.41,Ideal,F,VS2,61.8,56.0,4.8,4.78,2.96,1107
25062,1.53,Very Good,H,SI1,63.4,55.0,7.3,7.34,4.64,10473
20012,0.34,Premium,H,VVS1,61.5,60.0,4.45,4.49,2.75,775
16322,0.36,Ideal,E,VS2,61.2,56.0,4.63,4.59,2.82,1013
12935,1.05,Good,E,VS1,63.1,59.0,6.45,6.49,4.08,7826
395,1.18,Very Good,G,VS2,62.7,54.7,6.74,6.77,4.23,8411
22577,0.3,Ideal,G,VS2,62.3,58.0,4.26,4.28,2.66,545
16895,0.32,Very Good,G,VVS2,62.3,54.0,4.38,4.45,2.75,730
20063,1.36,Ideal,F,VVS1,61.3,57.0,7.23,7.13,4.4,15386
9286,1.01,Premium,E,VS2,62.2,58.0,6.36,6.41,3.97,6843
14822,0.9,Premium,F,SI2,62.6,62.0,6.06,6.01,3.78,3210
6713,0.9,Very Good,G,SI1,61.3,60.0,6.14,6.17,3.77,3841
5311,0.55,Ideal,G,VS2,62.4,56.0,5.25,5.23,3.27,1556
1320,0.4,Ideal,E,SI2,62.6,54.0,4.68,4.71,2.94,644
8,0.5,Premium,E,SI1,61.5,62.0,5.09,5.06,3.12,1415
3755,0.7,Good,D,SI2,58.2,63.0,5.78,5.83,3.38,2583
6427,0.32,Premium,H,VS2,59.5,58.0,4.47,4.5,2.67,505
26448,1.06,Good,F,VS1,58.5,57.0,6.68,6.73,3.92,7699
4382,0.38,Premium,G,VS1,60.6,58.0,4.67,4.64,2.82,1069
13683,0.73,Ideal,E,VS1,61.4,55.0,5.8,5.82,3.57,3471
25411,0.38,Premium,H,SI1,59.7,60.0,4.68,4.66,2.79,812
3082,1.01,Very Good,G,VS2,60.2,58.0,6.51,6.54,3.93,6213
21915,1.23,Ideal,G,VS2,62.4,57.0,6.88,6.83,4.28,8233
9939,1.07,Premium,I,SI1,61.2,58.0,6.62,6.55,4.03,4126
17450,2.2,Ideal,H,SI2,60.0,58.0,8.47,8.5,5.09,16530
20105,1.03,Premium,H,SI1,62.2,60.0,6.4,6.43,3.99,4843
7199,0.42,Ideal,H,VVS2,61.9,55.0,4.83,4.86,3.0,1102
10565,0.74,Ideal,H,VVS2,61.2,57.0,5.79,5.85,3.56,2961
22059,0.27,Very Good,G,VVS2,,56.0,4.14,4.17,2.57,504
21984,0.72,Ideal,H,SI1,62.0,57.0,5.73,5.76,3.56,2361
3028,0.34,Ideal,D,VS1,60.9,56.0,4.56,4.51,2.76,1109
6276,0.32,Premium,H,SI1,62.3,60.0,4.36,4.4,2.73,461
11620,0.42,Ideal,G,VS2,,56.0,4.84,4.79,2.99,1087
11159,0.38,Very Good,D,VS1,59.5,61.0,4.66,4.69,2.78,921
25016,1.0,Premium,J,VS2,62.0,62.0,6.42,6.35,3.96,3685
6791,1.2,Good,H,VS2,62.6,56.0,6.73,6.76,4.22,6468
10716,1.58,Ideal,H,VS1,60.4,57.0,7.55,7.65,4.59,13950
10598,1.19,Very Good,I,SI1,63.2,58.0,6.82,6.7,4.27,4665
3004,1.01,Premium,E,VS2,60.2,58.0,6.56,6.52,3.94,6335
12795,1.25,Premium,I,VS1,60.4,59.0,6.94,7.01,4.21,6545
8204,0.46,Premium,E,VS1,61.7,59.0,4.96,4.93,3.05,1437
9028,0.34,Very Good,G,VS1,62.2,55.0,4.48,4.52,2.8,640
26659,0.34,Premium,G,SI2,62.8,59.0,4.47,4.45,2.8,574
581,0.3,Ideal,D,SI1,62.1,56.0,4.3,4.33,2.68,552
8575,1.34,Very Good,I,SI1,61.1,59.0,7.05,7.12,4.33,6763
24595,0.7,Very Good,G,SI1,64.3,56.0,5.56,5.58,3.58,2517
11500,0.41,Premium,D,VVS1,62.3,53.0,4.78,4.75,2.97,1582
20237,2.0,Very Good,H,SI2,,56.0,7.98,8.09,5.03,15446
24146,1.43,Premium,D,VS2,62.6,59.0,7.19,7.21,4.51,13873
3045,0.3,Premium,D,VS2,62.9,59.0,4.27,4.22,2.67,911
6052,1.31,Ideal,H,VS1,62.5,56.0,6.95,7.03,4.37,8617
1852,0.34,Ideal,E,SI1,60.4,57.0,4.53,4.55,2.74,723
64,0.3,Ideal,F,VS1,61.9,55.0,4.28,4.3,2.66,673
4790,0.9,Very Good,F,SI1,63.1,56.0,6.17,6.12,3.88,4103
17745,0.31,Ideal,E,VS2,61.3,56.0,4.37,4.34,2.67,872
2699,1.09,Ideal,H,VS2,62.9,58.0,6.56,6.51,4.11,6453
4209,1.0,Good,H,SI2,63.2,60.0,6.27,6.33,3.98,3991
23312,1.18,Ideal,E,VVS2,61.6,58.0,6.78,6.82,4.19,11184
12685,0.91,Premium,E,SI2,60.0,60.0,6.28,6.23,3.75,3379
1546,0.41,Very Good,E,VS2,62.5,56.0,4.75,4.79,2.98,960
16898,0.58,Ideal,F,SI1,62.2,57.0,5.37,5.33,3.33,1705
24519,0.94,Ideal,G,VVS1,62.4,58.0,6.22,6.27,3.9,6488
22163,1.02,Very Good,H,SI2,63.5,58.0,6.34,6.38,4.04,4004
1938,0.41,Very Good,G,VS2,59.9,59.0,4.82,4.86,2.9,827
14384,0.38,Ideal,I,VVS2,62.0,55.0,4.64,4.69,2.89,721
4472,1.22,Premium,I,SI1,61.2,59.0,6.86,6.9,4.21,5368
1382,0.26,Very Good,F,VVS1,61.7,57.0,4.09,4.13,2.53,657
20581,0.32,Ideal,H,VS2,61.5,57.0,4.41,4.45,2.72,534
14580,0.58,Ideal,F,VS1,61.9,54.0,5.33,5.37,3.31,1772
14776,0.54,Ideal,G,VVS2,62.0,56.0,5.23,5.27,3.25,1920
2634,0.56,Fair,H,VS2,52.7,70.0,5.71,5.57,2.97,1293
10751,0.71,Ideal,G,VS2,60.6,56.0,5.76,5.8,3.5,2911
14691,1.0,Premium,G,VS2,62.1,57.0,6.43,6.39,3.98,5806
7993,0.3,Premium,D,VS2,61.9,58.0,4.28,4.32,2.66,710
25424,2.28,Ideal,I,SI2,62.9,57.0,8.41,8.34,5.27,16187
22953,0.71,Very Good,E,SI1,62.0,55.0,5.72,5.76,3.56,2420
21486,1.01,Ideal,G,SI2,61.5,57.0,6.43,6.45,3.96,4783
5057,1.0,Premium,E,VS2,61.5,58.0,6.42,6.39,3.94,6720
19986,0.7,Premium,I,VVS1,61.2,58.0,5.72,5.65,3.48,2536
13323,1.07,Very Good,J,VVS2,60.0,60.0,6.57,6.59,3.95,5661
19879,0.7,Good,E,SI2,56.9,63.0,5.78,5.71,3.27,1758
25275,1.04,Very Good,D,VS2,63.1,54.0,6.44,6.53,4.09,7679
11059,0.32,Ideal,G,IF,61.8,55.0,4.42,4.45,2.74,918
21998,1.03,Premium,D,SI1,60.5,61.0,6.47,6.43,3.9,5410
8076,0.7,Premium,I,I1,62.3,58.0,5.69,5.55,3.51,1107
19599,0.34,Ideal,G,VVS1,62.1,57.0,4.47,4.45,2.77,956
21210,0.24,Ideal,D,VS1,62.6,57.0,3.92,4.0,2.48,687
12590,1.01,Premium,I,SI2,62.6,58.0,6.43,6.38,4.01,3818
13315,0.57,Fair,E,SI1,64.6,59.0,5.22,5.18,3.36,1383
11774,1.52,Premium,J,VS1,62.5,58.0,7.37,7.34,4.6,9014
15262,0.4,Premium,F,SI1,62.3,57.0,4.74,4.67,2.93,945
11609,1.26,Ideal,G,VS1,61.6,56.0,7.03,6.96,4.31,9243
2333,1.27,Premium,H,SI1,60.2,58.0,7.04,6.99,4.22,6892
2705,1.01,Good,G,VS2,64.0,59.0,6.27,6.33,4.03,6109
1844,0.54,Ideal,E,VS2,61.9,57.0,5.2,5.23,3.23,1754
15110,1.08,Very Good,G,SI2,63.2,57.0,6.54,6.5,4.12,4318
24385,0.3,Ideal,E,VVS2,61.6,58.0,4.28,4.33,2.65,766
16922,0.72,Ideal,G,VVS2,61.9,57.0,5.72,5.75,3.55,3849
4659,0.4,Very Good,G,VS1,61.5,58.0,4.72,4.74,2.91,868
21687,1.02,Good,H,VS1,59.8,63.0,6.54,6.61,3.93,5598
9382,0.61,Very Good,J,SI2,58.1,63.0,5.62,5.6,3.26,1125
17150,0.28,Ideal,F,IF,,55.0,4.2,4.17,2.61,828
1267,1.54,Premium,H,VS2,61.8,59.0,7.4,7.35,4.56,10897
11636,0.41,Very Good,E,VS2,62.7,58.0,4.68,4.73,2.95,833
23426,1.71,Very Good,F,SI1,63.3,53.0,7.54,7.59,4.79,13152
1096,1.01,Premium,H,VS2,61.3,59.0,6.41,6.45,3.94,5166
8683,0.75,Premium,F,SI2,62.2,58.0,5.87,5.8,3.57,2501
13732,0.54,Premium,E,VS1,60.3,58.0,5.26,5.32,3.19,1939
16750,0.97,Premium,F,SI2,61.9,58.0,6.31,6.35,3.92,4063
15335,0.4,Very Good,E,SI2,62.9,58.0,4.7,4.74,2.97,666
2131,0.32,Premium,H,VS2,60.6,58.0,4.44,4.47,2.7,505
11880,0.81,Very Good,G,VVS2,63.5,55.0,5.9,5.94,3.76,3981
2403,0.32,Ideal,H,VVS2,61.9,53.0,4.42,4.44,2.74,619
21474,0.44,Premium,I,VS1,62.8,56.0,4.88,4.83,3.05,1040
20066,0.31,Premium,I,SI1,61.3,58.0,4.34,4.37,2.67,408
2878,1.01,Very Good,I,VS2,61.3,56.0,6.53,6.45,3.98,4438
14757,2.02,Premium,I,SI2,62.9,60.0,8.05,8.01,5.05,13991
3245,0.5,Ideal,G,VVS2,61.4,57.0,5.13,5.1,3.14,1935
13705,0.31,Very Good,F,VS2,61.5,56.0,4.34,4.41,2.69,625
4843,0.42,Very Good,G,SI1,61.7,55.0,4.78,4.81,2.96,916
1781,0.83,Very Good,F,SI1,62.1,58.0,5.98,6.06,3.74,3010
20518,0.3,Ideal,E,VS2,61.6,55.0,4.31,4.33,2.66,658
20496,2.07,Ideal,H,SI2,63.5,53.0,8.12,8.09,5.14,18198
15532,0.58,Ideal,E,SI2,62.8,56.0,5.3,5.37,3.35,1346
15828,1.51,Premium,F,SI1,61.4,58.0,7.43,7.35,4.54,11817
3968,0.9,Ideal,E,SI1,60.1,56.0,6.3,6.35,3.8,4034
2027,1.53,Very Good,I,VS1,59.3,58.0,7.5,7.54,4.46,9823
8205,1.52,Ideal,F,SI1,61.5,55.0,7.44,7.41,4.57,12477
23987,1.21,Premium,J,SI2,60.8,58.0,6.93,6.88,4.19,3984
22084,0.5,Fair,E,SI1,65.1,58.0,5.04,4.94,3.25,1114
6466,0.31,Ideal,F,IF,61.8,54.0,4.33,4.37,2.69,979
15587,0.55,Ideal,E,SI1,62.5,56.0,5.21,5.25,3.27,1609
9324,1.06,Very Good,H,SI2,62.4,54.0,6.5,6.54,4.07,4516
3764,2.25,Very Good,J,SI2,58.4,63.0,8.6,8.65,5.04,13597
5486,1.56,Premium,H,VS2,62.2,58.0,7.41,7.44,4.62,10424
8373,1.52,Very Good,I,SI2,59.8,62.0,7.41,7.47,4.45,7866
3122,0.31,Premium,E,VS1,61.9,58.0,4.32,4.31,2.67,942
26024,0.34,Premium,H,VS2,61.9,56.0,4.49,4.46,2.77,689
10964,0.33,Ideal,D,VS2,61.9,57.0,4.42,4.47,2.75,781
15180,0.5,Premium,F,VS1,61.3,59.0,5.09,5.15,3.14,1710
18928,0.31,Very Good,G,VVS2,62.9,58.0,4.27,4.31,2.7,707
17556,0.5,Ideal,F,VVS2,61.8,53.0,5.13,5.18,3.19,2283
1338,1.04,Premium,G,SI2,62.2,59.0,6.57,6.49,4.06,3861
2673,0.32,Very Good,D,SI1,60.1,60.0,4.38,4.4,2.64,619
14528,0.4,Ideal,E,SI1,61.2,57.0,4.74,4.7,2.89,945
13538,0.42,Ideal,G,VVS2,62.2,56.0,4.77,4.81,2.98,1031
23457,0.4,Ideal,H,VS2,61.4,55.0,4.76,4.78,2.93,725
12690,1.1,Premium,G,SI2,63.0,59.0,6.5,6.47,0.0,3696
12035,1.52,Premium,G,VS1,61.4,58.0,7.38,7.35,4.52,13034
7035,0.36,Good,E,IF,57.7,54.0,4.74,4.79,2.75,1053
1674,1.34,Premium,H,SI2,61.6,60.0,7.05,6.97,4.32,4502
2379,0.72,Ideal,F,VS2,61.1,56.0,5.92,5.8,3.55,3226
12457,0.77,Very Good,H,SI2,63.6,58.0,5.77,5.81,3.68,2129
25029,1.52,Ideal,D,SI1,60.6,58.0,7.46,7.4,4.51,14426
7453,0.32,Ideal,E,SI1,62.1,54.0,4.4,4.42,2.74,532
4293,0.57,Ideal,D,VS2,62.1,56.0,5.34,5.29,3.3,1963
9136,0.41,Ideal,D,VVS2,62.5,57.0,4.72,4.75,2.96,1105
9217,0.27,Ideal,F,VS2,61.9,54.0,4.14,4.16,2.57,583
3923,1.01,Good,F,VS2,63.6,59.0,6.32,6.36,4.03,5988
9014,0.51,Premium,G,SI1,62.4,58.0,5.07,5.13,3.18,1220
13393,0.9,Ideal,H,VS1,61.2,57.0,6.28,6.24,3.83,4064
25797,0.71,Ideal,D,VVS2,61.3,57.0,5.7,5.81,3.53,3856
16363,2.26,Ideal,J,VS2,61.1,57.0,8.44,8.47,5.17,17010
18918,1.27,Premium,G,VVS2,61.0,58.0,7.01,6.96,4.26,10389
4279,0.53,Premium,E,VVS1,60.8,59.0,5.23,5.17,3.16,2514
15062,0.62,Premium,D,SI2,62.0,59.0,5.48,5.45,3.39,1777
4801,0.34,Premium,I,VS1,61.0,60.0,4.48,4.51,2.74,537
22240,1.52,Ideal,G,VVS1,61.4,57.0,7.4,7.38,4.54,16492
8240,0.9,Very Good,D,SI2,63.0,58.0,6.12,6.16,3.87,3534
11690,1.13,Ideal,E,SI1,62.2,55.0,6.69,6.66,4.15,6682
3793,0.9,Premium,D,SI1,61.7,56.0,6.16,6.09,3.78,3568
4760,1.2,Premium,I,SI1,61.1,58.0,6.88,6.8,4.18,5510
13479,0.41,Ideal,E,VS1,62.7,57.0,4.72,4.76,2.97,1079
13633,0.69,Ideal,H,SI1,62.1,57.0,5.65,5.62,3.5,1822
24317,0.7,Good,I,VVS2,63.3,55.0,5.61,5.67,3.57,2394
20360,0.31,Ideal,D,SI1,62.9,57.0,4.32,4.27,2.7,732
4822,0.3,Very Good,H,SI1,59.4,63.0,4.35,4.4,2.6,421
2522,0.76,Very Good,H,SI1,60.9,55.0,5.92,5.94,3.61,2838
13582,0.7,Ideal,F,SI1,62.3,56.0,5.65,5.68,3.53,2382
19431,1.23,Very Good,G,VVS2,62.0,58.0,6.77,6.82,4.21,9803
9947,0.33,Ideal,I,SI1,61.5,57.0,4.49,4.46,2.75,572
1245,0.46,Ideal,J,VS2,61.4,56.0,4.96,5.0,3.06,746
21361,0.4,Ideal,E,VS2,61.6,57.0,4.73,4.75,2.92,1092
26652,0.56,Ideal,D,VS1,61.7,56.0,5.33,5.3,3.28,2026
23094,1.01,Premium,G,SI2,59.1,59.0,6.55,6.51,3.86,4242
7968,0.55,Premium,G,VS1,62.0,57.0,5.3,5.25,3.27,1881
1807,0.4,Very Good,H,VVS2,63.2,55.0,4.73,4.7,2.98,1125
5182,0.71,Ideal,H,VS2,61.4,57.0,5.71,5.75,3.52,2522
6627,0.5,Very Good,I,SI1,63.5,56.0,5.02,5.06,3.2,1048
6030,0.27,Ideal,G,IF,61.0,56.0,4.17,4.19,2.55,672
10745,1.54,Ideal,G,VS2,,59.0,7.47,7.52,4.51,13508
8848,0.36,Ideal,G,SI1,,55.0,4.59,4.54,2.86,689
22635,0.31,Very Good,F,VS2,62.8,56.0,4.28,4.32,2.7,625
24167,0.41,Very Good,J,IF,63.5,54.0,4.75,4.7,3.0,1061
11987,0.5,Premium,E,VS2,59.3,62.0,5.25,5.18,3.09,1684
26178,1.36,Very Good,D,SI1,59.5,61.0,7.21,7.24,4.3,9874
9634,1.12,Ideal,G,VS1,61.0,56.0,6.76,6.72,4.11,7632
19336,0.3,Premium,G,VS1,59.6,59.0,4.34,4.38,2.6,605
18602,0.44,Premium,H,VVS1,60.1,58.0,4.96,4.92,2.97,1196
22039,0.3,Ideal,I,VVS1,61.3,57.0,4.34,4.31,2.65,709
25846,1.0,Premium,F,VS2,62.2,59.0,6.37,6.29,3.94,6328
21816,1.28,Premium,H,SI2,62.5,62.0,6.89,6.84,4.3,5161
11668,0.36,Ideal,E,VVS2,61.9,55.0,4.57,4.61,2.84,998
26419,0.9,Very Good,G,VS1,61.5,56.0,6.2,6.23,3.82,5148
22747,0.9,Very Good,H,VVS1,63.5,57.0,6.02,6.07,3.84,4485
10792,0.41,Premium,D,VVS1,62.2,58.0,4.71,4.77,2.95,1349
4502,1.07,Very Good,D,SI2,62.6,61.0,6.42,6.49,4.04,4861
14455,1.11,Ideal,I,VS1,61.2,57.0,6.67,6.7,4.09,6758
15523,0.5,Very Good,E,SI2,63.1,58.0,5.09,5.05,3.2,1181
22010,0.5,Very Good,F,SI1,62.8,56.0,5.03,5.06,3.17,1250
21242,1.0,Premium,G,VS2,61.6,54.0,6.49,6.46,3.99,6216
18459,0.4,Premium,E,SI1,62.8,59.0,4.73,4.7,2.96,907
20495,0.38,Premium,G,SI1,59.5,62.0,4.71,4.67,2.79,855
12278,0.8,Very Good,I,VS2,62.0,54.2,5.94,5.99,3.7,2591
20947,0.31,Ideal,I,IF,61.3,57.0,4.34,4.4,2.68,652
10961,0.7,Good,F,VS1,63.7,57.0,5.55,5.62,3.56,2441
24206,2.22,Good,I,SI1,57.8,58.0,8.58,8.54,4.95,17151
25751,1.37,Ideal,I,VS2,61.5,55.0,7.18,7.2,4.42,7346
18094,1.04,Premium,H,SI1,59.5,58.0,6.67,6.58,3.94,4980
17073,0.3,Very Good,G,VS2,63.5,59.0,4.22,4.17,2.66,644
25206,1.05,Very Good,I,VS2,62.4,59.0,6.48,6.51,4.05,4975
14906,0.34,Very Good,H,VS1,63.1,57.0,4.44,4.4,2.79,765
17023,1.02,Ideal,D,VS1,60.8,55.0,6.55,6.5,3.97,8818
19283,0.38,Ideal,G,VVS2,61.0,56.0,4.67,4.71,2.86,943
192,0.39,Premium,E,VS2,62.5,60.0,4.64,4.67,2.91,889
5067,0.3,Very Good,D,VS2,62.8,59.0,4.26,4.28,2.68,710
7707,1.51,Very Good,D,SI2,61.7,59.0,7.28,7.35,4.51,10546
4946,1.59,Good,F,SI2,63.6,57.0,7.43,7.39,4.71,9100
22223,0.7,Very Good,G,VVS2,63.4,59.0,5.62,5.64,3.57,2905
19800,0.3,Ideal,F,VVS1,62.6,56.0,4.26,4.29,2.67,857
4814,1.08,Ideal,G,VVS1,61.6,56.0,6.6,6.65,4.08,8347
14436,0.97,Ideal,H,SI2,61.6,55.0,6.37,6.32,3.91,3694
20488,0.72,Very Good,H,SI1,60.3,55.0,5.84,5.85,3.52,2505
20817,0.45,Ideal,F,SI1,60.8,56.0,4.97,4.93,3.01,930
17587,0.83,Ideal,G,VS1,62.1,57.0,5.99,6.03,3.73,4181
18705,0.3,Premium,H,VS2,62.5,59.0,4.28,4.23,2.66,608
23999,1.57,Ideal,I,SI1,62.0,59.0,7.41,7.45,4.61,9095
24882,0.34,Premium,E,SI1,59.3,58.0,4.59,4.55,2.71,612
283,0.7,Premium,E,SI1,59.7,60.0,5.81,5.79,3.46,2394
22481,0.52,Ideal,E,VS2,62.2,54.0,5.13,5.16,3.2,1825
766,0.52,Ideal,D,SI1,62.2,57.0,5.13,5.16,3.2,1600
8961,1.21,Ideal,G,VS2,61.8,57.0,6.83,6.79,4.21,8001
3067,1.01,Very Good,E,VVS1,63.2,54.0,6.41,6.31,4.02,10498
11301,0.4,Very Good,E,VVS2,63.5,54.0,4.69,4.73,2.99,1017
6635,0.58,Very Good,G,SI1,61.9,56.0,5.35,5.39,3.32,1379
22398,0.41,Ideal,J,VS1,60.2,57.0,4.85,4.81,2.91,830
588,0.3,Premium,G,VS1,62.3,59.0,4.3,4.27,2.67,776
18190,0.3,Very Good,G,SI1,61.0,57.0,4.31,4.34,2.64,447
1406,1.01,Premium,G,SI1,62.5,60.0,6.39,6.34,3.98,4672
19996,0.8,Very Good,H,SI2,63.4,58.0,5.87,5.84,3.71,2502
5641,0.71,Premium,F,VS2,62.8,57.0,5.69,5.64,3.56,2801
25285,0.35,Ideal,E,VVS1,62.2,56.0,4.53,4.51,2.81,1116
20627,1.21,Very Good,H,VS1,60.4,59.0,6.88,6.97,4.18,7196
26199,0.23,Very Good,G,VVS1,61.3,59.0,3.94,3.96,2.42,414
24668,0.56,Ideal,G,SI1,62.9,56.0,5.27,5.25,3.31,1345
23865,0.73,Premium,G,VS1,61.5,58.0,5.79,5.75,3.55,2770
4811,0.42,Premium,G,SI1,62.7,59.0,4.75,4.72,2.97,920
23711,1.52,Very Good,H,SI2,62.8,58.0,7.25,7.3,4.57,8408
273,0.41,Ideal,H,VVS2,62.0,56.0,4.74,4.78,2.95,899
8406,1.01,Premium,D,VVS2,62.2,59.0,6.36,6.3,3.94,8065
23790,0.42,Ideal,G,VVS1,61.2,57.0,4.78,4.82,2.94,1179
19991,0.27,Ideal,F,IF,61.8,55.0,4.16,4.19,2.58,796
25006,1.01,Very Good,G,VS1,60.5,60.0,6.44,6.52,3.92,6239
18049,0.42,Very Good,E,VVS1,60.5,55.0,4.85,4.9,2.95,1365
17144,1.01,Very Good,E,SI1,61.1,57.0,6.44,6.5,3.95,4563
14137,0.72,Very Good,E,VVS1,61.2,58.0,5.75,5.79,3.53,3903
6834,0.31,Premium,F,VS2,62.4,58.0,4.31,4.34,2.7,625
2642,0.63,Ideal,J,SI2,61.4,54.0,5.54,5.56,3.41,1065
20130,0.3,Ideal,H,VS2,62.6,55.0,4.28,4.31,2.69,491
6734,1.04,Ideal,H,SI1,62.7,54.0,6.51,6.47,4.07,4515
20642,0.86,Premium,F,SI1,,58.0,6.01,6.06,3.78,3372
2372,0.9,Good,D,SI2,64.0,59.0,6.04,6.09,3.88,4078
2592,0.9,Fair,D,SI1,65.7,65.0,6.06,5.94,3.94,3751
13571,1.25,Ideal,E,IF,61.8,55.0,6.95,6.9,4.28,16823
670,3.04,Very Good,I,SI2,63.2,59.0,9.14,9.07,5.75,15354
24079,0.76,Very Good,I,SI1,57.5,62.0,6.03,6.08,3.48,2316
26765,1.03,Very Good,F,SI1,61.5,59.0,6.42,6.49,3.97,4996
9300,0.35,Ideal,D,VS2,60.6,57.0,4.63,4.58,2.79,964
18948,0.4,Premium,H,VS1,62.6,58.0,4.68,4.71,2.94,807
21024,0.52,Ideal,E,VS2,61.7,55.0,5.21,5.16,3.2,1815
13675,0.53,Ideal,G,SI1,60.7,56.0,5.22,5.27,3.18,1371
7517,1.03,Premium,E,SI2,61.8,59.0,6.47,6.42,3.98,4845
378,0.9,Ideal,F,SI2,61.8,56.0,6.18,6.21,3.83,4593
608,0.54,Ideal,D,VS1,61.4,57.0,5.21,5.24,3.21,2039
2223,0.34,Ideal,D,VS2,60.6,57.0,4.53,4.51,2.74,1033
25112,0.72,Very Good,G,SI1,63.1,57.0,5.71,5.67,3.59,2385
17870,0.31,Ideal,H,IF,60.8,57.0,4.38,4.4,2.67,761
14188,2.03,Premium,J,VS1,59.3,60.0,8.36,8.28,4.93,14588
11813,0.7,Premium,F,SI1,61.6,58.0,5.73,5.7,3.52,2463
9290,1.73,Premium,E,SI1,62.6,58.0,7.67,7.59,4.78,16253
18413,0.9,Very Good,H,VS1,61.5,59.0,6.13,6.19,3.79,4136
17894,2.0,Fair,I,SI2,66.8,55.0,7.75,7.71,5.16,8037
